Id,Original Sentence,Corrected Sentence
431,"ʺBir dil bir insan, iki dil iki insanʺ sözü şunu anlatıyor ki bir insan sadece bir dili biliyorsa demek o insan sadece o bildiği dilin kültürünü, devletini, insanlarını biliyor.","ʺBir dil bir insan, iki dil iki insan."" sözü şunu anlatıyor ki bir insan sadece bir dil biliyorsa demek o insan sadece bildiği o dilin kültürünü, ülkesini, insanlarını biliyor."
868,Sen biliyorsun ben de şimdi hem şehrim hem de ülkem dışında kalıyorum.,Biliyorsun ben de şimdi hem şehrimin hem de ülkemin dışında kalıyorum.
449,"Mesela benim arkadaşım önce doktor olmak istedi ama sonra değiştirdi ve mühendis oldu, ama şimdi güzel maaş alıyor ama onun mesleğini sevmiyor ve rahat hissetmiyor.",Mesela benim arkadaşım önce doktor olmak istedi ama sonra fikrini değiştirdi ve mühendis oldu. Şimdi güzel maaş alıyor ama kendi mesleğini sevmiyor ve kendini rahat hissetmiyor.
421,Sosyal medyanın yüzünden binlerce insanlar bir birinden ayrıldılar çünkü sosyal medya bütün işinize yüküşe süruyor.,Sosyal medya yüzünden binlerce insan birbirinden ayrıldı çünkü sosyal medya bütün işlerinizi yokuşa sürüyor.
463,Diğer tarafa baktığımızda sosyal medyanın zararları görebiliriz.,Diğer taraftan baktığımızda sosyal medyanın zararlarını görebiliriz.
435,"Bir de gezen insanın bakışları her zaman daha açık, yeni ve ilginç.","Bir de gezen insanın görüşleri her zaman daha açık, yeni ve ilginç."
449,Bu sebeple meslek seçtiğı zaman dikkat etmeliyiz.,Bu sebeple meslek seçtiğimiz zaman dikkat etmeliyiz.
390,Çünkü her zaman bilgili insanlar eleştirilir.,Çünkü bilgili insanlar her zaman eleştirilir.
394,"Benim adım ***, Endonezya'lıyım, 8 aydan beri Türkiye'deyim, 19 yaşındayım.","Benim adım ***, Endonezyalıyım, 8 aydan beri Türkiye'deyim, 19 yaşındayım."
467,Sosyal hayatını da aynı durumda oluyor.,Sosyal hayatı da aynı durumda oluyor.
439,"Dolayısıyla rahatça ve özgürlü yaşamak için, bence ev daha uygun.",Dolayısıyla rahatça ve özgür yaşamak için bence ev daha uygun.
389,Bundan dolayı onların başarılı olmayı yönler engelliyor.,Bundan dolayı onların başarılı olmaları zor olur.
463,"Bugün, pek çoğu çocuklar ellerindeki tablet ve cep telefonu kullanarak sosyal medyaya bağılıyor.",Bugün pek çok çocuk ellerindeki tableti ve cep telefonunu kullanarak sosyal medyaya bağlanıyor.
450,Hayalım inşallah kalp uzmanı olacağım.,Hayalim inşallah kalp uzmanı olmak.
463,Ayrıca çocuklarımızı sosyal medyadan biraz uzak durdurmalıyız.,Ayrıca çocuklarımızı sosyal medyadan biraz uzak tutmalıyız.
479,Ama merak etme ben sana her şeyle ilgili yardımcı olacağım.,"Ama merak etme, ben sana her şeyle ilgili yardımcı olacağım."
495,Evde kalırsan senin için daha iyi olacak ve evde yaşamak daha çok olumlu şeyler getiriyor.,Evde kalırsan senin için daha iyi olacak ve evde yaşamak daha çok olumlu şey getiriyor.
485,"Bunun yanında, çok antık zamanlar ve medeniyetlerin nasıl olduğunu öğreniyor.","Bunun yanında, çok antik zamanlar ve medeniyetlerin nasıl olduğunu öğreniyor."
498,Size ve sizin kibar olduğunuze bir afgan öğrenci olarak asla ünutmıcağım.,Sizi ve sizin kibar olduğunuzu bir Afgan öğrenci olarak asla Unutmayacağım.
439,"Yurtta geriş zaman sınırlı, gece saat on bire önce yurtta olmalısın.","Yurtta giriş zamanı sınırlı, gece saat on birden önce yurtta olmalısın."
437,Alana göre yöntem de değişir.,Alana göre yöntemler de değişir.
405,"Bununla birlikte zamanını kaybeden şeylerden uzak durması gerekir,sonra da oturup her gün yaptığı gereklive sana kriz şeyleri belirterek zaman kayıbınden kurtulmuş olup belki de biraz dengeyi sağlamış olabilir maalesef, çoğu çalışanlar iş bulduktan sonra iş yerinden ayrılırlar.","Bununla birlikte insanın zamanını kaybettiren şeylerden uzak durması gerekir, sonra da oturup her gün yaptığı gerekli ve hayati öneme sahip şeyleri belirterek zaman kaybından kurtulmuş olup belki de biraz dengeyi sağlamış olabilir. Maalesef, çoğu çalışan iş bulduktan sonra iş yerinden ayrılırlar."
403,"Çoğu insanlar para kazanmak için çalışır, sadece hayatı devam etmek için, para kazanır sonra harcar, rutinde Yaşar, ne var ki bazı insanlar sadece para kazanıp hepsini biriktirir, her zaman yoksulluktan korkar, ve hırstan gözleri kör olur, oysaki para biriktirmesi her insan için çok önemli, zorluklara kalacağı için, ve onun evladların geleceği için, onun tatile çıkacağı için, ne yazık ki her zaman para kaybetmeden korkarsan, hep pazar ziyadesiyla isteyen bu bir hastalık işte!","Çoğu insan para kazanmak için, sadece hayatı devam ettirmek için çalışır. Para kazanır, sonra harcar, rutin bir hayat yaşar. Ne var ki bazı insanlar sadece para kazanıp hepsini biriktirir, her zaman yoksulluktan korkar ve hırstan gözleri kör olur. Oysaki para biriktirmek her insan için çok önemli, zor durumda kaldığında kullanmak için,     evlatlarının geleceği için,   tatile çıkmak için. Ne yazık ki her zaman para kaybetmekten korkarsan bu bir hastalığa dönüşebilir!"
406,"İnsanların işi çok yorucu, yoğun ve dayanamayınca işten ayrılmaya karar verirler.","İnsanların işi çok yorucu, yoğun olur ve insanlar dayanamayınca işten ayrılmaya karar verirler."
459,"Sosiyal Midiyanın çok fazla zararları var, bunlardan ise, insan Sosiyal Midiyayı çok fazla kullandığı zaman bağımlı olabilir.","Sosyal medyanın çok fazla zararı var, bunlardan biri  , insanın sosyal medyayı çok fazla kullandığı zaman bağımlı olabilmesi."
456,Ben hiç düşünüyorum.,Ben hiç öyle düşünmüyorum.
864,"Başka bir şey daha var, birinci üniversitesi eğitim ücreti daha ucuz ama senin şehrine uzak, bu yüzden para için aynı olacak.","Başka bir şey daha var, birinci üniversitenin eğitim ücreti daha ucuz ama senin şehrine uzak, bu yüzden para açısından aynı meblağ olacak."
437,Kendini diğer insanın yerine koyabilirsin.,Kendini başka insanın yerine koyabilirsin.
447,Bu günlerde bizim dünyamızda çok sorunlar var.,Bugünlerde bizim dünyamızda çok sorun var.
492,İnsan kendi anadili yaninda başka ülkelerin dilini de öğrenmeye gayret göstermelidir.,İnsan   ana dilinin yanında başka ülkelerin dilini de öğrenmeye gayret göstermelidir.
483,Ama benim tavsiyelerim faydalı olursa çok mutluyum.,Ama benim tavsiyelerim faydalı olursa çok mutlu olacağım.
420,Son olarak size verdiğim önerileri yeter değil.,Son olarak size verdiğim öneriler yeterli değil.
456,Bundan dolayı bize verdiğimiz zamanı mantıklı ve zevkle geçirmeliyiz.,Bundan dolayı bize verilen zamanı mantıklı ve zevkle geçirmeliyiz.
400,Bana göre ükelerin'ın ekononisi daha iyi olacak hepimiz zengin olmayacağız ama günümüzden daha iyi daha zenğin.,"Bana göre ülkelerin ekonomisi daha iyi olacak, hepimiz zengin olmayacağız ama günümüzde olduğumuzdan daha iyi, daha zengin."
501,Spor yaparken hazırlamanız de önemlidir.,Spor yaparken hazırlanmanız da önemlidir.
466,"Örneğin: sakla samanı, gelir zamanı.","Örneğin; sakla samanı, gelir zamanı."
427,Hayatımız bugün her şey kitaplarla ilgili olmamasına rağmen biraz okumalısınız ve başkalarla tanışmalısınız.,Bugün hayatımızın her yönünün kitaplarla ilgili olmamasına rağmen biraz okumalıyız ve başkalarıyla tanışmalıyız.
486,Üniversite okumak ve ailemden ayrılmaktan en iyi öğrendiğim şeyi bağımsızlıktır.,Üniversite okumak ve ailemden ayrılmak bana bağımsız olmayı öğretti.
439,Çamaşır yıkamak saatleri var ve her zaman kalabalık.,Çamaşır yıkama saatleri var ve çamaşırhane her zaman kalabalık.
422,Orada başka öğrenciler var ve birbirine iyi vakit geçebilirsiniz.,Orada başka öğrenciler var ve birbirinizle iyi vakit geçirebilirsiniz.
494,Dünyamızda her yerde yabancılarla buluşuyoruz bu nedenle yer yıl bir tane dil öğrendirse faydalı olabilir.,Dünyamızda her yerde yabancılarla karşılaşıyoruz bu nedenle her yıl bir tane dil öğrenilirse faydalı olabilir.
400,Bence yüz yıldan sonra hayatımız daha kolay olacak.,Bence yüz yıl sonra hayatımız daha kolay olacak.
867,"Günlük hayatını stresli olur, ve daha fazla o kişi sinirli olur.",Günlük hayatları stresli olur ve daha fazlası o kişiler sinirli olur.
410,insan ilk eiğtiminı ailesinden alacaktır.,İnsan ilk eğitimini ailesinden alıyor.
485,"Diğer taraftan, gezmek çoğu zaman sadece eğlenceli olduğunu düşünüyorum.","Diğer taraftan, gezmenin çoğu zaman sadece bir eğlence olduğunu düşünüyorum."
474,"Sonraki yaşamayı düşünmelisin çünkü Allah, insana bir fırsat verir.",Sonraki yaşamını düşünmelisin çünkü Allah insana bir fırsat verir.
475,Şehrinden uzak olduğu nedeniyle bir yurtta kalabilirsin.,Şehrinden uzak olması nedeniyle bir yurtta kalabilirsin.
443,"Eğer Evi yalnız başına tutmak istersende bazı sorunlar olacak, mesela korkabilirsin, veya bir şeye ihtiyaç duyabilirsin, vb. Bide yurt var tabii.","Eğer evi yalnız başına tutmak istersen de bazı sorunlar olacak, mesela korkabilirsin veya bir şeye ihtiyaç duyabilirsin, vb. Bir de yurt var tabii."
482,Yurt veya kıralık ev çok fark değil.,Yurt ile kiralık ev arasında çok fark yok.
394,"8 aydır ailem ile yaşmıyorum, ilk defa Türkiye'ye geldim, yalnız bir insan hissediyordum.",8 aydır ailem ile yaşamıyorum. İlk defa Türkiye'ye geldim. Kendimi yalnız     hissediyordum.
862,Günümüzde bir çok ökumuş ve işinde başarılı insan göruyorum fakat hic mülü değiller çünkü sadece işe odaklanıp hayatı unutmuşlar.,Günümüzde birçok okumuş ve işinde başarılı olan insanı görüyorum fakat hiç mutlu değiller çünkü sadece işe odaklanıp hayatı unutmuşlar.
456,"Hayat zaten o kada kısa ki, gözlerimiz kapatıp açtığımız zaman da yıllar geçmiş sanki!",Hayat zaten o kadar kısa ki gözlerimizi kapatıp açıncaya kadar da yıllar geçmiş sanki!
465,Meslek Seçmenin Önemi Meslek bir duynca sadece bir kelime diyebiliriz .,Meslek Seçmenin Önemi Meslek kelimesini   duyunca sadece bir kelime diyebiliriz .
867,O insan ağırbaşlı ve yanlız olacak.,O insanlar somurtkan ve yanlız olur.
491,Bazı insanlar işleri bazıları okuları…,"Bazı insanlar çalışmakla, bazıları okumakla…"
454,"Ancak, bu yıl üniversiteler yarışması birinci oldu.",Bu yıl üniversiteler yarışmasında birinci oldu.
481,Eğer o dili önceden bilirse dil okumak zorunda kalmaz böylece zamandan tüsaruf olabilir.,"Eğer o dili önceden öğrenirse kursa gitmek zorunda kalmaz, böylece zamandan tasarruf yapabilir."
461,"Sonuç olarak sağlıklı yaşamak ve uzun bir ömre sahip olmak istiyorsak düzenli uyumalıyız, sigara ve alkol almamalıyız, bol bol su içmeliyiz, doğa yürüyüşüyle ya da sporla ilgilenmeliyiz.","Sonuç olarak sağlıklı yaşamak ve uzun bir ömre sahip olmak istiyorsak düzenli uyumalıyız, sigara ve alkol içmemeliyiz, bol bol su içmeliyiz, doğa yürüyüşüyle ya da sporla ilgilenmeliyiz."
458,Mutlu olduğumuz zaman hiç kimse zaman kaybettim diyemez.,Mutlu olduğu zaman hiç kimse zaman kaybettim diyemez.
862,"Bence insan kendisiyle bir yarış içerisinde olmalı, Dününden daha iyi olabilmek için çabalamalı ve kendini her konuda geliştirmeli böylelikle daha mütlü olabilir.","Bence insan kendisiyle bir yarış içerisinde olmalı. Dün olduğundan daha iyi olabilmek için çabalamalı ve kendini her konuda geliştirmeli, böylelikle daha mutlu olabilir."
398,Nasıl bir dünyada yaşamak istiyorsanız böyle olmak için çalışmalıyız.,Nasıl bir dünyada yaşamak istiyorsak öyle     çalışmalıyız.
426,"Bir dil bir insan, iki dil iki insan Dil, iletişim kurmak içindir.","Bir Dil Bir İnsan, İki Dil İki İnsan Dil, iletişim kurmak için gereklidir."
439,Fakat hiç merak etme ben sana yardım edeceğim ve en doğru karar alacaksınız eminim.,Fakat hiç merak etme. Ben sana yardım edeceğim ve en doğru kararı alacağından eminim.
466,Atalarımızın bize aktardıkları atasözlerinden de zaman kelımesini görürüz.,Atalarımızın bize aktardıkları atasözlerinde de zaman kelimesini görürüz.
465,Bu hayatta para kazanmak için canla başla insanlar sevmeyen işin yapıyorlar.,Bu hayatta insanlar para kazanmak için canla başla çalışarak sevmedikleri işi yapıyorlar.
394,kapıyı çalıp yardım istiyordum.,Kapıyı çalıp yardım istedim.
420,Bence bu çok yanlış çünkü meslek seçerken biz hayatımızı yolu seçiyoruz.,Bence bu çok yanlış çünkü meslek seçerken   hayat yolumuzu seçiyoruz.
410,"Bence eiğtim için aile önemli çünkü ailedeki anne, babalarının çocuklarının iyi bir eğitim alması için çok etkisi vardır.",Bence eğitim açısından aile önemli bir rol oynar çünkü ailedeki anne babaların çocuklarının iyi bir eğitim alması üzerinde çok etkisi vardır.
497,Sonra aldığınız klimayı için çok özür dileriz.,Sonra aldığınız klklimaçin çok özür dileriz.
406,"Her insan kendisi saygılı bir işte ya bulunmasını ister çünkü insanın aklını doğal olarak öyle düşünmektedir, ama maalesek her insan istediği yerde istediği işte çalışamaz, çünkü herkesin hayat durumlar farklıdır, güzel bir işte çalışmak için insan eğitimli olması gerekir, işte bazı insanlar yoksullukta ya da destek bir kişi bulamadıkları için eğitime devam edemezler, Bu yüzden bu insanlar para kazanmak için herhangi bir işte çalışmayı kabul ederler.",Her insan   saygı duyulan bir işte   çalışmak ister çünkü insan doğal olarak öyle düşünmektedir. Ama maalesef her insan istediği yerde istediği işte çalışamaz çünkü herkesin hayatı   farklıdır. Güzel bir işte çalışmak için insanın eğitimli olması gerekir. Bazı insanlar yoksulluktan ya da destekleyecek bir kişi bulamadıkları için eğitime devam edemezler. Bu yüzden bu insanlar para kazanmak için herhangi bir işte çalışmayı kabul ederler.
407,Bunu fark edelim öncelikle.,Bunun farkına varalım öncelikle.
473,Bence ʺGeleceğin Mimarları Üniversitesiʺnı seçsen daha iyi olur.,Bence Geleceğin Mimarları Üniversitesini seçsen daha iyi olur.
409,başkalarnı da başarıya götürebilir.,Başkalarını da başarıya götürebilir.
450,Tıp okuduğum zaman başka şeyler yapmak istiyorum.,Tıp okurken başka şeyleri yapmak istiyorum.
430,Senin yurt dışında okumana çok mutluyum.,Senin yurt dışında okumana çok sevindim.
467,Sevdiği Meslek Yapmali Her insan hayalleri var.,Sevdiği Mesleği Yapmalı Her insanın hayalleri var.
483,Ne zaman çıkıp girmen gerektiğinden endişelenmiyorsun ve ders çalışmak için bir yere gitmen gereksiz oluyor.,Ne zaman çıkıp girmen gerektiği konusunda endişelenmiyorsun ve ders çalışmak için bir yere gitmen gereksiz oluyor.
436,Ben kendimi yurtta kalıyorum ve bazı vaktim kaybeden şeylerle hiç uğraşmam.,Ben kendim yurtta kalıyorum ve vakit kaybettiren bazı şeylerle hiç uğraşmam.
463,"Sonuç olarak, sosyal medya hem olumlu hem de olumsuzdur.","Sonuç olarak, sosyal medyanın hem olumlu hem de olumsuz tarafları vardır."
453,Belki onlar çok paraya sahip olabilirler.,Onlar çok paraya sahip olabilirler.
460,Umarem ki hal böyle devam edecek ve bütün hastalar allah şifa versin.,Umarım ki  durum böyle devam eder ve bütün hastalara Allah şifa versin.
444,ve birçok daha büyük sorunlarla karşı karşıyayız.,ve birçok daha büyük sorunla karşı karşıyayız.
452,Zaten biri yetenekli olduğu meslek tercih ederse o meslekte uzmanlaşabilir ve çok para kazanabilirler.,Zaten biri yetenekli olduğu mesleği tercih ederse o meslekte uzmanlaşabilir ve çok para kazanabilir.
427,Birinci olarak yer gezen insan her gezdiği ülkeden tecrübe alır.,Birinci olarak yer gezen insan gezdiği her ülkeden tecrübe kazanır.
862,Mutluluk evrene güzel ve pozitif bir enerji saçtığı için başarıda devamında elbet gelecektir.,Mutluluk evrene güzel ve pozitif bir enerji saçtığı için başarı da devamında elbet gelecektir.
415,Hiç bir zaman o insanı huyundan vazgeçiremelıyiz.,Hiçbir zaman o insanı huyundan vazgeçiremeyiz.
478,"Onlar birinci sınıfta olduğum için, yurtta kalmamı önerdiler.",Onlar birinci sınıfta olduğum için yurtta kalmamı önerdiler.
418,"Herkes kendine ait planlar var, iyi bir iş bulmak araba almak yada iyi bir ülkeye gitmek.","Herkesin kendine ait planları var, mesela bir iş bulmak, araba almak ya da iyi bir ülkeye gitmek."
431,"Çünkü her dil bir birinden anlam, gramer, okuma, yazma olarak farklıdır.","Çünkü her dil birbirinden anlam, gramer, okuma, yazma olarak farklıdır."
487,Yabancı dili öğrendikten sonra onu unutmamaya çalışmanız gerek.,Yabancı dil öğrendikten sonra onu unutmamaya çalışmanız gerek.
